cell,time_hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
10,0,-7.073423,12.585135,-0.27667627,0.2869266,2.5290117,4.9328837,-5.015707,-4.740893,-0.930406,0.78077143,1.6057223,-4.055509,-0.12956192,0.8873936,-0.664473,2.2221396,-0.31839105,4.0735545,1.3307924,-0.62767404,2.6037028,-0.66694826,-0.8490664,0.9846515,3.7530775,0.06388019,0.521947,-0.87239915,1.073175,-0.18466797,0.7576376,2.9341815,-5.4680843,-0.5604658,-3.5620399,-0.013440293,0.41054827,-1.8610817,-3.6261628,-0.9706329,3.6872396,-0.21232384,3.7172987,2.672591,5.005416,-1.4227035,-3.3013783,-2.18183,2.9305854,-1.1201324,0.70475674,-0.9127354,-6.240392,-0.632663,0.29521936,2.3734312,1.3709081,-3.9574795,-3.827551,3.8653219,-2.1470292,-0.5988019,4.303629,-2.0388038,-1.8885771,-1.9023364,-1.1788179,2.3443496,-0.38413337,1.9663838,-3.3337905,-0.7106872,-1.2303596,0.08280632,1.7183563,0.3696202,-3.0119598,5.773419,2.0567198,-1.0249124,-6.4743543,-5.142694,-6.248861,5.088881,-4.4977107,-4.5278277,2.9462502,1.4074303,0.9002033,4.6557055,1.8526254,-3.257187,-1.6829189,-3.7668357,8.485127,-1.2340343,1.3558718,-0.48615766,4.6700044,13.566439,-12.211559,9.663545,-0.08821473,1.3365014,-7.310058,0.9594319,0.64282614,7.658207,-7.2972374,2.7248557,-3.3143585,0.14657478,0.40970203,-6.6218214,-4.0334005,6.582962,-0.7637344,7.1118693,-3.5325406,-2.661531,3.243905,-9.156349,5.5559454,2.7300425,0.5229715,-3.0121868,6.5358653,9.29929,1.1714615,2.8832521,7.004136,2.3190463,-0.17048138,14.354549,-1.0923082,0.5994636,0.8318939,-1.4896156,-3.172875,-3.8135998,4.1989427,-2.4717648,-2.2291026,-4.4924645,4.5616584,4.980137,4.979836,7.2008204,-2.9634888,-4.229404,-9.392069,-1.1074266,-0.50983083,-6.3191276,2.025099,-7.155706,-0.7977153,-3.031897,6.0966797,0.80212766,-0.69569016,-3.6466181,1.9101398,-6.8920455,-6.872652,-9.867806,2.88447,0.23952034,-2.1263444,-7.127001,-2.7302856,-3.4352431,-0.94691,-7.5321894,2.9318135,7.264085,8.346252,0.51922953,2.2600944,-2.8459516,-6.465637,6.376199,6.665868,-6.0551386,-5.9039707,1.3428804,-4.526533,5.7129507,-1.3210919,-6.3493447,1.3487757,2.395101,-2.3724751,-0.4603489,1.8554789,-5.6949344,2.171925,0.83739495,2.344707,1.7578268
11,0,-5.9219437,9.137209,-0.7122726,-0.48908374,-0.33234113,0.5106742,0.67760044,1.1232866,2.2959569,0.5312524,-0.15593521,0.88618255,0.23984931,3.0851235,0.6423329,0.9154901,0.67157525,-1.0295237,1.4971883,1.8360395,0.5973503,-2.320332,-3.5626922,0.99426955,3.3795335,-0.61657023,3.9343991,1.2196307,-0.57349306,-0.42442694,-1.8755646,3.2870414,-0.4014933,-3.6710756,1.0880941,1.867633,1.6134316,2.1899693,-2.3116608,-2.4376628,-0.70509636,2.2729554,5.089233,1.783606,-1.2478796,2.0825043,0.9682217,2.0170865,-2.1731493,-2.1493182,5.03759,-0.31431878,-0.8570221,3.470119,-2.0231936,0.08119078,0.04037885,-0.09373381,0.035785113,1.0788317,-3.7066514,-0.02599638,-0.815975,4.0951185,0.15567659,-0.68416864,0.7498311,-2.3021562,-1.0036155,3.9847193,0.38717315,-2.8804564,0.50517774,-1.6611814,3.4871538,1.6883487,1.752156,6.0485644,-3.6374745,1.6622616,-3.3467364,1.7847793,-1.2061679,-2.3259797,-2.4270632,-1.9848725,-1.6377848,-1.0133067,-3.1966271,3.0174205,-1.0990841,-2.9484408,-3.2616043,4.2951565,2.02547,-0.7505839,2.1532779,-0.09973112,3.3667505,2.4503565,-0.04672831,-1.1154319,-2.2002177,-7.738404,-1.4648222,-0.69529283,-0.65956223,1.7013025,0.4314709,3.4694226,-4.7238207,6.059572,6.762512,1.2767076,1.1870803,1.1468976,-3.2407646,3.2491453,1.3311998,1.6881266,3.3989186,-0.26778063,0.29897,-3.5951693,3.9793193,0.4531171,0.96890885,2.3751266,-2.0273201,-1.8213735,2.1227434,-5.9422956,1.5359045,-1.2307637,-5.0730963,5.063117,0.35586646,0.5801566,0.9901765,0.6844012,-3.3045459,2.4242492,0.6598207,-2.2822132,-2.0471406,4.202608,2.5842643,3.8212495,5.7938895,1.0436416,-2.1382957,3.3036249,-0.09822107,4.030667,-2.5966897,0.85193115,-3.1025078,3.0303571,-2.805408,-3.3577366,2.4428308,-0.12146266,1.9918643,2.3596575,-2.8424864,-1.3027309,7.294672,0.56389165,0.518884,-2.1796474,4.6577864,-4.0569515,0.0898992,-0.15585105,-1.0947893,6.108693,0.4622474,6.7936854,6.891923,-7.1830215,5.166848,1.3199558,-11.091876,2.5325952,2.728205,-2.6824605,-2.4129434,-4.2617345,-4.4931555,2.7103221,-8.237299,-2.9518135,1.7993534,1.123349,-1.0578134,0.17148885,-1.585421,5.494561,-7.2642307,2.5961483
12,0,-3.3767219,6.089004,-1.0389199,0.49896318,-0.121154144,5.3715186,1.3852597,-0.7832423,1.4236108,-2.9528499,-1.4922795,-2.615854,1.8577908,-1.4706911,5.858624,2.8448713,0.32439452,-2.3749328,-0.203425,3.1895258,-1.142195,-2.1819105,-1.2876906,-1.9741694,-0.5483356,-0.26839557,-0.15472688,2.510681,0.042742606,-1.4377022,-0.69886464,2.2519422,0.021359159,-0.30865312,-0.033284936,1.8337032,-0.5881161,0.31008562,-2.7612457,-0.17823008,0.14464882,-0.93527937,-0.7910101,-0.09484261,-1.6680745,0.4525034,-1.006614,1.1301236,-1.2006669,-3.3316946,0.85908186,3.515079,-0.064299196,-0.24074289,1.0396851,4.6034074,-3.0337706,-1.288212,-0.3467596,-2.5129557,-2.2727256,1.4110057,-2.4137154,-2.8852494,-2.0148196,3.3039827,-4.838561,2.0673687,1.0088493,2.353009,0.47108504,-2.52793,0.5270311,3.0674505,-0.027334785,3.2431662,-0.36742127,1.2301068,-0.5868197,-1.4288741,0.74333173,0.16240571,-0.031427387,-1.2668062,0.5460178,4.893519,2.065826,-1.6690063,0.24866304,2.9114268,-0.9714613,-1.7123795,2.2938292,-1.33855,4.8782926,-3.1290433,-2.7730596,3.9190066,-2.3534336,-5.8561344,1.9270682,-3.1906836,-4.0438123,-3.5824378,-3.0907001,0.2101858,-1.1144234,8.2137785,2.4823825,1.7554559,-1.7113739,-0.34826583,4.6338277,1.9545588,4.655767,4.645946,-2.6349418,0.17091952,-9.585076,-2.9958494,3.6227036,1.121096,3.3661487,-1.9953293,0.34616247,10.909516,3.5179403,5.8313603,-2.0444038,1.260435,-7.994653,0.37546256,-0.6247368,-1.7554107,-0.985026,-0.17999081,-2.6880271,8.617589,3.609782,-0.82985896,1.987368,2.5179875,-6.014212,2.9844582,5.135261,4.639971,-6.479199,5.4643536,-2.7658157,-0.29148686,1.9630618,-1.7264854,-2.8568301,-0.3976504,-1.2229621,0.16230671,1.7894561,-3.6507173,-2.911861,4.7997828,-5.87986,-1.0507946,7.443015,2.753682,-4.0330834,4.179182,-5.553069,-1.7000469,-7.1682343,2.966554,0.000283823,-0.4402439,-0.61763495,3.7498415,-1.5097378,-1.4968281,-1.84752,-0.39547846,-1.5761828,0.6738025,8.563312,-2.938303,8.648173,2.2909207,-4.096167,0.44219303,13.768426,1.9874747,11.445508,-4.9480247,5.985148,3.4245808,-2.7028751,6.7803197,3.2696478,-2.714539,-1.6116289,4.1031413,4.8473606,4.3008933
13,0,-5.1708126,9.021978,-0.87043476,-0.16097637,0.18251936,-1.2215048,-0.7521664,0.20284054,1.0977892,0.8808025,1.0737841,-2.73091,-0.4326835,-0.999789,2.8581433,2.874194,2.6536064,-0.18823196,-0.000504779,2.238379,-2.7181623,-2.1293364,0.9714245,1.8519449,3.0327048,0.021897607,-0.288715,2.2350295,1.5360905,-2.121973,-0.74606377,-0.31339583,-1.2629498,-0.100444965,-1.2065208,1.1604407,-0.023175474,0.77569985,-0.8842913,-1.1191025,-1.6260422,-2.4021788,0.5006193,0.12727202,1.213657,-0.28488672,0.534524,-0.015152237,-0.13746196,0.4661635,-0.9451073,-1.3093026,1.7866974,-1.7029823,-0.63587385,0.738005,-0.9289563,-1.4323797,0.680253,-3.053227,0.96561635,0.43515316,1.4522253,0.014549227,0.3368244,2.675617,-0.8231135,-2.8058283,-2.0853887,0.19312699,2.8643627,-0.08494839,-1.3672856,-1.8893825,1.0191343,1.9209688,-0.70898086,-1.6512469,-1.1514338,1.1453118,1.5351251,0.015230386,-3.2856045,-0.17072032,0.19960314,0.45821226,0.2950773,-1.1919559,-1.3587877,1.3520973,-1.2059451,-0.20284815,1.8886701,0.22333068,0.6573832,-1.6740834,-1.2307422,-1.2579818,-1.3909172,2.7376435,-0.4984887,1.1570127,-0.18284407,0.8624822,0.6279956,1.8589736,2.305319,-2.014149,0.017767321,-3.3085766,-0.2969094,-1.2315718,-0.70191276,-0.72812635,1.7645603,-0.7126553,-0.2756402,-0.80792636,2.6917734,-0.95473284,-3.6126335,-0.26024643,-1.1022246,-0.027243394,-0.67525536,-0.71571636,-1.9752167,0.74723625,-2.063789,0.18294011,0.6024953,-1.1699102,-1.2914855,0.099555984,1.806901,-2.195784,0.5660594,1.0852889,-1.1322362,0.59738743,-0.35580945,1.0647988,2.666591,1.7221712,1.6085908,-1.1857437,2.46596,-1.4593531,0.9072465,-2.20758,2.1005304,2.525261,2.7060103,1.9674144,3.8285608,0.45741856,2.0766354,2.4348617,-1.5819784,-2.8696094,2.2405424,0.38706398,0.9496517,-2.6303215,-1.9944466,-0.8970163,0.9731607,0.14212357,-1.2331343,1.1154583,-0.60973054,-1.8777417,-0.9242492,-0.12055941,-3.3708425,-1.4742025,0.9122313,0.5563393,2.4000194,0.49869347,0.658666,-1.1721128,-2.3055089,-0.52150214,1.0159465,0.44884664,3.204791,1.7870494,3.7951622,-0.87249774,-2.5639017,1.0583683,4.448941,0.52341884,0.9439132,1.8002764,1.2737895,0.6409004,-4.8269157,-2.0198712
14,0,-4.958972,15.42619,3.2019758,-1.185542,-0.4655054,11.687359,-10.832479,-1.4967998,0.000301324,-11.421275,-1.3754023,11.149303,-4.6834927,-1.3013564,2.038847,-4.6304126,-6.236601,-1.3670812,3.2722795,-2.2321873,1.1253177,-1.2156136,0.87201834,11.530015,-2.9068239,2.9870617,14.296702,-4.354697,-1.341812,1.6491885,-7.3066444,6.882969,-0.9629202,0.86947817,-13.475926,-2.0061486,-1.7556331,-2.2891903,-20.841116,-1.6407346,0.9906437,12.8519745,-1.756534,-0.8191605,-7.577617,-10.935787,-12.027079,-7.7815547,15.1767435,1.2102244,4.871669,6.0170956,-15.342455,3.5390038,1.224782,-3.7881138,-3.7165775,-18.635798,-7.055592,3.4591951,-5.9764986,-13.734583,-8.972032,-3.2989,-5.153163,6.881944,14.107126,-3.2586155,4.6673927,-7.461087,3.4211042,2.5767446,-8.543198,3.0662665,-5.45368,-5.8234186,14.520137,-4.552669,8.748739,-0.29315656,1.5562859,-4.575981,4.291558,1.7424746,-2.9028494,0.64870757,3.419636,0.26551896,7.1662607,-3.01569,-5.509493,0.763604,0.44993642,2.2775147,0.5208508,-1.5101961,-2.7796116,-7.739478,2.7916348,-3.9253497,-5.4342313,-2.2025943,0.86795,-5.115364,2.680402,-2.4386027,1.2572432,-2.1935182,3.531671,-8.687609,11.269272,-3.7135584,1.7929236,1.2771199,0.106325254,-4.4500113,4.9115887,1.3291223,2.9955518,-4.376243,0.6776136,-0.42578742,2.9989045,4.4719324,-0.54843396,1.0168563,0.54426175,2.4281607,-2.2841449,4.3966303,-2.0230548,-2.0938141,-0.8214079,-0.80963373,3.6099124,1.2479656,7.805134,-2.0148869,-0.27974203,3.528222,0.4279195,0.9329368,3.7570229,-1.4306937,1.4777535,-0.9049457,-3.9899988,1.3243325,-2.8304846,4.454607,0.78530014,-2.360481,-2.7264636,-0.63380855,1.937591,2.5164847,3.519942,2.3821695,2.5787635,-3.372614,-0.7468825,-0.6928536,-0.98630494,6.260602,2.9858446,1.8446003,3.959227,-4.327944,-0.5357458,-2.6455975,1.1866158,-1.6293328,-1.7246369,0.8672032,2.0144076,1.9197019,-3.7946424,1.6348603,-2.8149495,-4.0637264,1.3431944,-0.25669053,-0.59351176,0.7585225,-1.4606544,1.1198163,-0.16378237,0.055783197,0.4205266,0.6705989,-0.6663556,0.34260795,1.821751,-0.819765,0.12647195,-5.9261956,-0.4400089,3.2633817,1.9880098,-0.5424116
15,0,7.3567758,8.559671,8.35134,-0.7629418,-1.8344998,4.632749,-0.62633514,6.1158204,-6.196815,-1.3788934,-0.34482852,-8.502906,-0.27090275,-3.1127152,-0.011877345,2.6268716,2.7553327,1.4002795,3.371079,4.0368156,-2.9157648,-1.3129519,1.0403392,0.7990835,-1.7490982,-2.7515397,0.98868436,8.437916,8.538505,-1.914931,-0.9338042,-1.2040527,-0.3345591,-0.011646709,-0.7485554,1.7064517,-0.44480446,2.086464,1.6526364,-1.4825013,1.3449233,-0.9762717,-4.9649563,-1.7885678,-1.2981019,0.856613,-2.6998394,3.7954686,-2.5814054,3.3262348,0.8177858,-3.8172805,5.7964296,-3.131044,2.2790022,-1.9067321,4.556448,2.616126,5.442031,0.3888325,-0.3919024,-6.979299,0.50790036,1.565886,-1.3135343,4.1848726,-8.894816,8.7580385,-8.386836,-1.5642037,0.71810883,-13.191637,-2.2096412,1.9877756,-8.294396,-6.675051,-3.8590667,-1.99244,-3.6741428,-7.8424435,-8.387483,14.218594,-4.394533,-1.7844466,-0.007524387,-5.470901,1.041401,2.0679936,1.11448,-0.23983802,-0.6234985,-11.414575,-2.1880302,1.1262406,11.519554,-1.5535337,-14.79021,-7.7269998,6.866147,1.5105858,6.5083013,4.3150287,-2.1192245,-8.652636,16.283325,-2.4353883,-4.8043017,-2.4457064,10.478641,-9.200783,-1.6364174,-2.5395088,2.1553814,1.8576463,4.3768353,-6.8073673,-2.353798,-3.1347373,3.8907535,-15.540724,2.4216127,-0.18605389,-1.1839281,5.3072314,-4.1871486,2.7100413,6.445472,-2.432386,-9.613432,-1.6894418,6.3085513,3.0140083,0.2746106,3.180989,-0.11657996,3.459157,-6.3207765,2.196852,4.2749662,1.0652871,0.4396428,1.8824981,-3.2473507,-4.5360956,-6.527317,-7.3161077,-6.732202,3.2692444,-8.379751,-8.394628,0.2474037,-2.9842846,-2.34459,8.104203,5.7159944,0.76601416,0.33771536,-4.3156695,-2.069599,6.9136257,-2.8863442,0.5233183,-1.9176008,-0.34701526,1.3170626,0.16135617,-1.2585574,3.5575645,0.19534701,-3.4603682,3.793717,1.0993624,-6.4811807,-1.4610282,-1.156011,6.609174,-3.0057824,-0.030233951,-3.0272787,-3.0769868,-5.26758,-0.7563241,0.61143696,-1.2787333,-4.597074,0.9456801,-3.533451,2.961052,0.35427633,-2.9770854,-1.063104,-3.4210663,3.272913,1.9956883,-4.971035,4.6340613,0.5005055,2.469816,-1.9145666,0.3009321
16,0,-5.371991,10.304224,0.6176277,0.6916664,-0.8503863,6.3553605,2.008788,-3.2034676,-1.5525926,0.72551554,-2.392679,-2.219548,1.6392704,-0.6983944,2.3620784,5.081955,-1.9797491,0.1113728,0.012218447,0.037857614,-0.14236891,-3.581297,2.580365,-2.2629604,0.38158852,2.1643672,6.320087,5.7162933,3.1699922,5.308631,0.19803882,5.6189423,-2.208766,-1.1524379,-8.2783575,-0.36600274,-0.5845562,-2.7376258,4.196051,1.4085943,3.3740091,-2.0830538,-3.0799365,-6.3758516,-5.541563,-1.7497221,-2.9427269,0.50820524,-4.630329,1.4014121,-1.7533599,-3.3983657,1.0041665,-6.40945,-2.9405134,-2.103116,-0.27138585,2.9221826,-7.5068316,-6.3072457,-3.3172746,-6.0428333,-0.7915584,-4.856806,3.8719184,-1.0111356,-1.4123923,-4.5891104,-3.3415763,-5.441096,-0.36512482,-7.8087697,2.8939164,13.58311,-4.5106406,-5.40457,-0.08860642,1.036475,-1.7968171,0.48332503,-7.157535,-1.8333987,12.445895,-8.869217,-7.851758,0.9901615,-4.0339875,4.9672894,-0.5522679,-1.0523661,0.50009245,-10.2433195,5.882821,0.8631865,-7.4213142,7.0876603,-11.684956,10.659232,-2.8959005,-6.93501,0.029646622,4.254851,-8.647622,2.9651678,7.5478806,5.9891224,1.2807977,6.3682237,2.5131598,3.6546023,-1.5800554,10.71907,-6.0612655,-8.181804,1.8347756,3.3929908,0.09033729,0.25320753,7.605102,4.7052417,8.116588,-1.7081181,9.869929,-7.6648674,13.747285,3.0248277,-7.0408945,-4.8993874,7.2182593,1.5299271,-7.2424073,9.755643,3.0831015,-4.3300853,-0.2922386,0.006420807,11.525991,2.7968297,3.5771105,0.61634046,-5.193877,6.504536,-5.579227,3.542602,0.006397517,2.9331768,6.8653255,1.6099846,3.6867895,1.3693814,-2.1817281,-1.9642602,4.710632,-0.8770134,-8.412187,0.01148127,-0.36508638,1.6110398,-2.8132014,3.8732386,-3.6066747,7.3629227,-0.8748572,-6.620598,3.2311912,-2.5488014,5.2289543,-0.5394198,0.88763285,-4.2645364,-6.324027,-4.4454646,1.3994852,-4.075999,0.38526383,-2.0227802,1.1764674,3.063724,-1.2930987,1.300027,-2.2822337,0.2933839,-0.7417837,-1.2168154,0.2535757,0.6980581,0.5028629,4.942147,1.1736994,-0.59367377,6.0782404,-2.205524,3.7450352,2.1441627,-2.7793677,-0.30057415,4.603924,2.6784596,-1.1520838,-3.3027987
17,0,-6.256903,11.467347,-2.6221054,7.291037,4.245903,15.065849,-7.0476274,-9.261029,-2.756647,-5.018962,-4.5690303,16.162617,-5.6784844,-12.329842,5.018102,-3.0655007,-1.702184,10.98867,-1.0621125,-2.7735598,10.203836,0.17862883,7.935832,1.2398027,-1.0560117,1.7220817,-10.709926,-9.150979,7.334436,9.878582,10.544676,25.749163,12.828951,1.9020883,-0.47274792,-13.736174,29.419004,-10.704356,0.9729538,6.4477615,-2.0563579,-6.078758,-4.6457887,11.849118,-0.80257195,11.970856,-7.4503,-8.620871,11.524712,-7.079654,4.4033027,-0.4195243,9.531485,3.5081933,8.394271,-7.2094193,-7.7818923,9.126903,-2.6869442,4.947076,11.295728,-0.60685724,-1.0890356,5.810108,13.325652,4.4964895,-1.4420127,4.284045,-11.087254,0.32808515,8.336869,-7.2044272,-0.7507414,-0.38160673,2.588983,6.4865913,2.0628593,-4.067081,-2.3102906,7.4030094,4.969761,-3.2435858,-5.3762937,-2.971885,0.20021665,0.15024376,-3.2111402,0.35512048,-3.7473106,0.79841626,3.9989636,1.5364498,0.51657504,-4.3205585,-2.663847,5.8314776,-0.4468085,-2.2017639,1.8944707,3.1837513,4.5557246,-2.6591642,-0.2824,-0.7497155,0.29072335,-0.48929468,3.3151062,-0.6991473,-0.2674914,4.324425,0.07731169,0.20676121,-0.46285707,-1.4498892,0.2553982,-4.5974135,-1.0602045,3.3302414,-3.7321322,-1.6198334,3.9037683,-5.4390726,-2.2726002,-2.6058633,-1.2118293,4.2127843,-3.9204872,0.4384127,-2.2550406,-0.21746723,-0.28104776,1.7122145,1.0624127,-1.9603952,0.22609815,3.075765,-2.9254549,-2.9746041,2.717694,1.2681376,1.7589164,-3.0463235,1.478661,1.1244178,2.1674883,-2.4609392,-1.7220074,-2.4378488,-4.718288,-2.3399625,-2.4413695,-2.0510283,-1.1510808,2.9811845,-3.2809546,-1.8429952,-3.4183252,-0.20862761,2.4556587,0.30393517,0.85988426,0.507643,3.122597,-0.8671893,3.1111841,2.5776336,1.4153126,0.023731824,-4.388615,0.7861524,-1.6357254,0.37264314,1.0046141,-0.62464243,1.8420242,3.1809928,0.004221182,-2.310085,-0.475199,0.3364562,1.2067134,-0.30135888,1.5672877,0.5994294,-0.1555158,-2.0874872,0.97209483,-0.059543148,0.40437683,1.768144,-0.37660116,-0.05656796,-0.12827839,-1.4361356,2.170828,0.5401441,-0.38582662,0.007003308,-2.987532,-1.9252042
18,0,-5.033945,9.244661,1.23367,-1.26747,1.6987411,5.140813,1.6098813,-1.9448162,-0.74902445,-1.8120636,0.5539414,-0.9670357,-0.5338908,-3.5831149,2.9557438,1.5610313,3.5011892,4.5034256,1.509058,1.3609507,-1.5507818,-1.8937132,0.6580694,-2.0081441,4.322639,-0.6869084,-0.20097871,1.9803475,0.058695987,-1.6666323,0.23514648,1.364387,-3.1623628,1.0404648,-1.8111148,0.7491504,-2.6472044,2.4696987,-3.8630474,-0.59253365,3.382492,1.9850981,-3.8612697,5.1081686,0.15213259,-0.34575838,4.997117,0.13877428,3.5499012,1.2368068,4.985032,0.87038803,-0.77490836,-3.3046532,0.9439468,2.0111246,4.049486,-1.2924752,4.4269533,-1.6380577,-5.35385,0.08120101,-2.1048002,-1.1004025,-2.6549606,1.1869838,-0.5692796,0.94905895,-1.2581862,-0.5227318,2.7197084,-3.083226,-0.67770773,-1.7508366,-2.10341,-0.09828494,-4.062877,4.9885674,2.5072668,0.11877253,-0.8276731,-4.6467266,-2.713913,-4.541228,0.13359562,-1.3669318,0.90347207,9.4501095,6.6281304,8.073707,1.2837123,3.6167989,6.579154,-0.32678205,0.23920535,2.2428105,-2.199974,1.9183269,-5.5960183,2.1853693,5.2723904,2.9231322,3.6716123,3.1490586,-4.513996,-5.5184555,-5.9421873,3.286009,-0.48186022,0.67333734,-3.3810558,-9.340142,-1.4043665,-8.154513,-10.40538,1.271199,3.5594068,5.120989,-6.266132,6.281728,-2.7279108,-1.6009644,-8.147758,-1.9398947,3.722651,-4.8689156,-2.1570249,-7.9726224,3.4738274,-7.75549,4.8252034,-5.725858,6.7573094,1.8388667,-4.016545,4.28266,-0.31996435,0.5799874,2.946078,4.488471,4.0688205,6.6286473,-1.4450374,-9.266178,1.7881509,-4.453966,1.6709143,2.074163,-0.5185734,3.5511453,-4.6152062,5.252247,0.9950159,-3.8852491,-7.415321,-1.4419293,-4.1069045,-6.4690375,-4.4517326,-6.056334,-2.1241555,12.918321,8.007467,4.0243287,1.0617937,5.890276,-2.269201,-2.156055,2.965292,6.695136,1.0202508,7.9183817,-4.0958395,-8.394975,-0.19387227,-4.2659535,-9.695571,-3.3107574,-7.6127725,0.1635955,-2.6908607,-7.3303566,2.781103,-7.362484,3.7062232,8.604846,1.6410513,4.582366,7.364673,-4.7359676,-3.9892554,-3.5843115,2.519011,-0.8594031,-0.43127817,0.3626376,1.2805226,4.3195796,1.2254655,-3.1586492
19,0,-5.225011,9.578291,-0.07293582,-0.9433976,-0.05036843,2.5028915,-4.0495844,0.30807537,-1.4143084,-1.6931329,-0.29360256,-1.3136052,0.83272,-1.7556596,-0.3709928,0.20970406,-0.6054684,0.6789563,-0.14376402,0.56494117,-2.6591332,0.22532862,-2.2620664,1.8842787,0.19944522,-1.4741613,1.9960608,2.1069407,1.447679,-0.33337474,0.51339245,0.47523272,-2.3113358,-0.58024013,-0.90732825,0.07889461,-2.8062406,3.5269313,-0.67838055,0.6430221,0.7575238,-0.6543143,-0.64464605,-0.060605288,0.005983032,-0.2796847,2.0216656,-0.98350513,3.013682,-0.2210339,4.804959,-2.376278,2.5942342,-1.4712313,-0.8285113,1.7790095,1.5968696,-1.152409,-0.255176,1.1772568,0.681503,-2.8449266,3.0279965,0.30855286,0.078986466,-0.2736179,-0.9115247,2.5562603,1.9573076,-2.8442109,5.2967076,-1.8130503,3.148411,3.0540204,-3.0277338,-0.3800598,-2.5929503,-3.4515176,0.15674524,4.3735547,-4.3207746,-1.8491888,-2.1573799,-1.669916,-0.025336761,-1.4959135,-0.9897772,2.077649,-3.470842,2.1931586,-3.0405898,4.07796,-1.9349331,-2.20727,2.8568277,-5.1742105,0.16511758,0.6260783,2.8277624,3.1981108,2.8127704,6.936287,2.3030558,-1.3010627,-1.1206545,-2.0866277,0.073504776,0.22522366,2.1472552,0.8146153,-1.7889843,1.9350097,2.2303421,-2.1848998,-2.9424415,1.8387148,-0.996463,-1.5558589,-2.0701373,2.3949008,0.8343119,6.243485,-4.3498554,0.29459712,2.954586,-0.24499343,1.4964175,1.7257333,-3.2191935,2.4529815,-0.8395016,-0.50538665,2.337265,6.672809,0.9662825,-1.4324734,1.9227684,-2.6865506,-3.9806128,7.0681257,-1.7466573,1.2770941,0.36082858,0.31598106,0.32558212,1.5046545,-0.13313794,0.6130073,-1.5717895,-2.5442884,-7.436987,-0.21901152,-2.772335,-0.00355234,1.8050622,-2.8279982,1.4345123,2.7335346,4.314527,-3.4411952,-1.7533749,-1.1099658,3.0698586,2.9592965,-2.6900198,-0.5590965,-0.91993195,3.1355557,1.395349,1.019036,-1.9550116,-0.8698948,-4.199569,2.476487,-3.1669886,-3.4890416,2.2254558,4.0741653,2.5558815,0.18011579,1.1279085,1.3584137,-3.2470882,-0.31579205,4.699327,5.987498,2.302161,-3.878926,-3.540506,-2.176371,2.251997,-0.1951104,4.8302283,3.820175,-1.9249759,0.43852797,-0.5085472,0.99011195,3.7236469,-8.186941
